Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.22,0,0.2307089293824079128079388563,0.230708929382408,0.230708929382408,0.230708929382408,0.230708929382408,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,7810790
0.23,0,0.2307016281443805553449431757,0.230701628144381,0.230701628144381,0.230701628144381,0.230701628144381,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,8165826
0.24,0,0.2306942939825580798627765924,0.230694293982558,0.230694293982558,0.230694293982558,0.230694293982558,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,8520862
0.25,0,0.2306869272424044307196953193,0.230686927242404,0.230686927242404,0.230686927242404,0.230686927242404,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,8875898
0.26,0,0.2307582387972700190487001797,0.23075823879727,0.23075823879727,0.23075823879727,0.23075823879727,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,9230934
0.27,0,0.2308295391734287953180773208,0.230829539173429,0.230829539173429,0.230829539173429,0.230829539173429,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,9585970
0.28,0,0.2309008079876156915085106347,0.230900807987616,0.230900807987616,0.230900807987616,0.230900807987616,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,9941006
0.29,0,0.2309720455720609398393395246,0.230972045572061,0.230972045572061,0.230972045572061,0.230972045572061,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,10296040
0.30,0,0.2310432315370266049456713258,0.231043231537027,0.231043231537027,0.231043231537027,0.231043231537027,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,10651080
0.31,0,0.2311144076458417833714956618,0.231114407645842,0.231114407645842,0.231114407645842,0.231114407645842,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,11006110
0.32,0,0.2311855535024371830627988012,0.231185553502437,0.231185553502437,0.231185553502437,0.231185553502437,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,11361150
0.33,0,0.2312566694263785409435365412,0.231256669426379,0.231256669426379,0.231256669426379,0.231256669426379,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,11716190
0.34,0,0.2313277350154011927921768587,0.231327735015401,0.231327735015401,0.231327735015401,0.231327735015401,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,12071220
0.35,0,0.2313987920204434304342444992,0.231398792020443,0.231398792020443,0.231398792020443,0.231398792020443,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,12426260
0.36,0,0.2314698200331792997017221543,0.231469820033179,0.231469820033179,0.231469820033179,0.231469820033179,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,12781290
0.37,0,0.2315408193610510964753101663,0.231540819361051,0.231540819361051,0.231540819361051,0.231540819361051,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,13136330
0.38,0,0.2316117695898008231101145270,0.231611769589801,0.231611769589801,0.231611769589801,0.231611769589801,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,13491360
0.39,0,0.2316827124585038563950480554,0.231682712458504,0.231682712458504,0.231682712458504,0.231682712458504,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,13846400
0.40,0,0.2317536275470988412945203343,0.231753627547099,0.231753627547099,0.231753627547099,0.231753627547099,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,14201440
0.41,0,0.2318245151514178054569842349,0.231824515151418,0.231824515151418,0.231824515151418,0.231824515151418,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,14556470
0.42,0,0.2318953548457192564074805058,0.231895354845719,0.231895354845719,0.231895354845719,0.231895354845719,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,14911510
0.43,0,0.2319661883577166141390428243,0.231966188357717,0.231966188357717,0.231966188357717,0.231966188357717,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,15266540
0.44,0,0.2320369952561081248543877328,0.232036995256108,0.232036995256108,0.232036995256108,0.232036995256108,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,15621580
0.45,0,0.2321077758256069250910328689,0.232107775825607,0.232107775825607,0.232107775825607,0.232107775825607,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,15976620
0.46,0,0.2321785096294699746961303123,0.23217850962947,0.23217850962947,0.23217850962947,0.23217850962947,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,16331650
0.47,0,0.2322492383845267890344433416,0.232249238384527,0.232249238384527,0.232249238384527,0.232249238384527,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,16686690
0.48,0,0.2323199416487078015797514862,0.232319941648708,0.232319941648708,0.232319941648708,0.232319941648708,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,17041720
0.49,0,0.2323905989773225857393989882,0.232390598977323,0.232390598977323,0.232390598977323,0.232390598977323,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,17396760
0.50,0,0.2324612520793375562954149705,0.232461252079338,0.232461252079338,0.232461252079338,0.232461252079338,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,17751800
0.51,0,0.2325318805049033400787770144,0.232531880504903,0.232531880504903,0.232531880504903,0.232531880504903,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,18106830
0.52,0,0.2326024845203814470271030328,0.232602484520381,0.232602484520381,0.232602484520381,0.232602484520381,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,18461870
0.53,0,0.2326730436708720908589148482,0.232673043670872,0.232673043670872,0.232673043670872,0.232673043670872,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,18816900
0.54,0,0.2327435996552393582141885916,0.232743599655239,0.232743599655239,0.232743599655239,0.232743599655239,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,19171940
0.55,0,0.2328141320136384089451899865,0.232814132013638,0.232814132013638,0.232814132013638,0.232814132013638,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,19526980
0.56,0,0.2328846410025402548735964526,0.23288464100254,0.23288464100254,0.23288464100254,0.23288464100254,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,19882010
0.57,0,0.2329551061572577985476192111,0.232955106157258,0.232955106157258,0.232955106157258,0.232955106157258,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,20237050
0.58,0,0.2330255691669717831494102726,0.233025569166972,0.233025569166972,0.233025569166972,0.233025569166972,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,20592080
0.59,0,0.2330960095622533981847581843,0.233096009562253,0.233096009562253,0.233096009562253,0.233096009562253,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,20947120
0.60,0,0.2331664068713417701573516078,0.233166406871342,0.233166406871342,0.233166406871342,0.233166406871342,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,21302160
0.61,0,0.2333792649014162982584750659,0.233379264901416,0.233379264901416,0.233379264901416,0.233379264901416,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,21657190
0.62,0,0.2335869835198704312069895733,0.23358698351987,0.23358698351987,0.23358698351987,0.23358698351987,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,22012230
0.63,0,0.2337946597793376163898830360,0.233794659779338,0.233794659779338,0.233794659779338,0.233794659779338,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,22367260
0.64,0,0.2340023353552117336348245242,0.234002335355212,0.234002335355212,0.234002335355212,0.234002335355212,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,22722300
0.65,0,0.2342099897644228635838580822,0.234209989764423,0.234209989764423,0.234209989764423,0.234209989764423,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,23077330
0.66,0,0.2344176232404585726162418853,0.234417623240459,0.234417623240459,0.234417623240459,0.234417623240459,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,23432370
0.67,0,0.2346252152958874085381439867,0.234625215295887,0.234625215295887,0.234625215295887,0.234625215295887,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,23787410
0.68,0,0.2348328075973802958889097695,0.23483280759738,0.23483280759738,0.23483280759738,0.23483280759738,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,24142440
0.69,0,0.2350403796532341616307576930,0.235040379653234,0.235040379653234,0.235040379653234,0.235040379653234,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,24497480
0.70,0,0.2352479109696421889213335663,0.235247910969642,0.235247910969642,0.235247910969642,0.235247910969642,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,24852510
0.71,0,0.2354554432069660916531214101,0.235455443206966,0.235455443206966,0.235455443206966,0.235455443206966,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,25207550
0.72,0,0.2356629558672575493762826146,0.235662955867258,0.235662955867258,0.235662955867258,0.235662955867258,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,25562590
0.73,0,0.2358704491692789403043536226,0.235870449169279,0.235870449169279,0.235870449169279,0.235870449169279,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,25917620
0.74,0,0.2360779026110251158536567920,0.236077902611025,0.236077902611025,0.236077902611025,0.236077902611025,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,26272660
0.75,0,0.2362853578447421124987131957,0.236285357844742,0.236285357844742,0.236285357844742,0.236285357844742,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,26627690
0.76,0,0.2364927943644492659282251886,0.236492794364449,0.236492794364449,0.236492794364449,0.236492794364449,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,26982730
0.77,0,0.2367001916622092044342023864,0.236700191662209,0.236700191662209,0.236700191662209,0.236700191662209,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,27337770
0.78,0,0.2369075913843960288502329914,0.236907591384396,0.236907591384396,0.236907591384396,0.236907591384396,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,27692800
0.79,0,0.2371149730192170978577512441,0.237114973019217,0.237114973019217,0.237114973019217,0.237114973019217,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,28047840
0.80,0,0.2373223160529810675408804547,0.237322316052981,0.237322316052981,0.237322316052981,0.237322316052981,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,28402870
0.81,0,0.2375296621263680851589872755,0.237529662126368,0.237529662126368,0.237529662126368,0.237529662126368,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,28757910
0.82,0,0.2377369907219475787015247327,0.237736990721948,0.237736990721948,0.237736990721948,0.237736990721948,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,29112950
0.83,0,0.2379443020391978091268733197,0.237944302039198,0.237944302039198,0.237944302039198,0.237944302039198,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,29467980
0.84,0,0.2381515755570249618343255027,0.238151575557025,0.238151575557025,0.238151575557025,0.238151575557025,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,29823020
0.85,0,0.2383588529087800462189287508,0.23835885290878,0.23835885290878,0.23835885290878,0.23835885290878,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,30178050
0.86,0,0.2385661135697777663766134520,0.238566113569778,0.238566113569778,0.238566113569778,0.238566113569778,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,30533090
0.87,0,0.2387733577323149425761774173,0.238773357732315,0.238773357732315,0.238773357732315,0.238773357732315,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,30888130
0.88,0,0.2389805648681878904307006174,0.238980564868188,0.238980564868188,0.238980564868188,0.238980564868188,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,31243160
0.89,0,0.2391877766037085293021033293,0.239187776603709,0.239187776603709,0.239187776603709,0.239187776603709,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,31598200
0.90,0,0.2393949724072247453068438202,0.239394972407225,0.239394972407225,0.239394972407225,0.239394972407225,0,0,0,0,7.206824306948914,43.543722302499857356754503275,43.543722302499857356754503275,31953230
0.91,0,0.241022858219594,0.241022858219594,0.241022858219594,0.241022858219594,0.241022858219594,0,0,0,0,7.38035163635767,43.6949641770353,43.6328055343672,32308270
0.92,0,0.245906515656701,0.245906515656702,0.245906515656702,0.245906515656702,0.245906515656702,0,0,0,0,7.55387896576642,43.8462060515708,43.7218887662345,32663310
0.93,0,0.258681224816417,0.258681224816417,0.258681224816417,0.258681224816417,0.258681224816417,0,0,0,0,7.72740629517517,43.9974479261062,43.8109719981018,33018340
0.94,0,0.276905156980186,0.276905156980186,0.276905156980186,0.276905156980186,0.276905156980186,0,0,0,0,7.90093362458392,44.1486898006416,43.9000552299691,33373380
0.95,0,0.295129089143956,0.295129089143956,0.295129089143956,0.295129089143956,0.295129089143956,0,0,0,0,8.07446095399267,44.2999316751771,43.9891384618364,33728410
0.96,0,0.313353021307725,0.313353021307725,0.313353021307725,0.313353021307725,0.313353021307725,0,0,0,0,8.24798828340142,44.4511735497125,44.0782216937037,34083450
0.97,0,0.331576953471495,0.331576953471495,0.331576953471495,0.331576953471495,0.331576953471495,0,0,0,0,8.42151561281017,44.602415424248,44.167304925571,34438480
0.98,0,0.349800885635264,0.349800885635264,0.349800885635264,0.349800885635264,0.349800885635264,0,0,0,0,8.59504294221892,44.7536572987834,44.2563881574383,34793520
0.99,0,0.368024817799034,0.368024817799034,0.368024817799034,0.368024817799034,0.368024817799034,0,0,0,0,8.76857027162768,44.9048991733189,44.3454713893056,35148560
1.00,0,0.386248749962804,0.386248749962803,0.386248749962803,0.386248749962803,0.386248749962803,0,0,0,0,8.94209760103643,45.0561410478543,44.4345546211729,35503590
1.01,0,0.404472682126573,0.404472682126573,0.404472682126573,0.404472682126573,0.404472682126573,0,0,0,0,9.11562493044518,45.2073829223898,44.5236378530402,35858630
1.02,0,0.422696614290343,0.422696614290342,0.422696614290342,0.422696614290342,0.422696614290342,0,0,0,0,9.28915225985393,45.3586247969252,44.6127210849075,36213660
1.03,0,0.440920546454112,0.440920546454112,0.440920546454112,0.440920546454112,0.440920546454112,0,0,0,0,9.46267958926268,45.5098666714606,44.7018043167748,36568700
1.04,0,0.459144478617882,0.459144478617882,0.459144478617882,0.459144478617882,0.459144478617882,0,0,0,0,9.63620691867144,45.6611085459961,44.7908875486421,36923740
1.05,0,0.4773684107816512636373466746,0.477368410781651,0.477368410781651,0.477368410781651,0.477368410781651,0,0.000000,0.000000,0,9.809734248080186574768908307,45.812350420531540966726802148,44.879970780509425213375767176,37278770
1.06,0,0.4759026850435227939785161766,0.475902685043523,0.475902685043523,0.475902685043523,0.475902685043523,0,0.000000,0.000000,0,9.896948579373451574768908306,45.868456538723178076638431619,44.94025250327352296164787817,37633800
1.07,0,0.4744613009272535683239339972,0.474461300927254,0.474461300927254,0.474461300927254,0.474461300927254,0,0.000000,0.000000,0,9.977314968022411574768908307,45.919757732271951066327561088,44.995365355642346618850610307,37988840
1.08,0,0.4730435394331172000576686132,0.473043539433117,0.473043539433117,0.473043539433117,0.473043539433117,0,0.000000,0.000000,0,10.051888232586437574768908306,45.966715499341806582989463848,45.045851272164979837986656234,38343880
1.09,0,0.4716486987135233012233394366,0.471648698713523,0.471648698713523,0.471648698713523,0.471648698713523,0,0.000000,0.000000,0,10.121554567203811574768908306,46.009910793682172605794687875,45.092342961742696512462741365,38698920
1.10,0,0.4702761586782249889999494318,0.470276158678225,0.470276158678225,0.470276158678225,0.470276158678225,0,0.000000,0.000000,0,10.187038421021596574768908306,46.049860067126296497691027203,45.135395293484426494508137442,39053950
1.11,0,0.4689252422435575117552563657,0.468925242243558,0.468925242243558,0.468925242243558,0.468925242243558,0,0.000000,0.000000,0,10.248930487456698574768908306,46.087032268984408423050546942,45.175504644957957519860209961,39408990
1.12,0,0.4675953443679405665487043146,0.467595344367941,0.467595344367941,0.467595344367941,0.467595344367941,0,0.000000,0.000000,0,10.307707964373550574768908306,46.121801602442732593030091179,45.21306747332775817861419703,39764020
1.13,0,0.4662858877328216417365649213,0.466285887732822,0.466285887732822,0.466285887732822,0.466285887732822,0,0.000000,0.000000,0,10.363762700535910574768908306,46.154498029794515372623309066,45.248430268802165818256343639,40119060
1.14,0,0.4649963873136060576885386638,0.464996387313606,0.464996387313606,0.464996387313606,0.464996387313606,0,0.000000,0.000000,0,10.417418435420248574768908306,46.185389521935031129291761328,45.281874888841037760684444064,40474100
1.15,0,0.4637261971484298042091128706,0.46372619714843,0.46372619714843,0.46372619714843,0.46372619714843,0,0.000000,0.000000,0,10.468946851784544574768908306,46.214682217845080542409300881,45.313620317870313511156193126,40829130
1.16,0,0.4620182842301424976290061598,0.462018284230142,0.462018284230142,0.462018284230142,0.462018284230142,0,0.000000,0.000000,0,10.518571992269735574768908307,46.24258081168608160216235619,45.343879485091257426448340053,41184160
1.17,0,0.4603138757548971579406239117,0.460313875754897,0.460313875754897,0.460313875754897,0.460313875754897,0,0.000000,0.000000,0,10.566490277709378574768908306,46.269236518235660041332135542,45.372812642771076260839780839,41539200
1.18,0,0.4586292743528835696040617820,0.458629274352884,0.458629274352884,0.458629274352884,0.458629274352884,0,0.000000,0.000000,0,10.615278799003034574768908307,46.295329939571199252262374073,45.40127401110425647920039342,41894240
1.19,0,0.4568553054651857270633583304,0.456855305465186,0.456855305465186,0.456855305465186,0.456855305465186,0,0.000000,0.000000,0,10.662766391393810574768908306,46.320439466654250365194887353,45.428686794353661745792961909,42249280
1.20,0,0.4548172247775546907193085089,0.454817224777555,0.454817224777555,0.454817224777555,0.454817224777555,0,0.000000,0.000000,0,10.708924203191174574768908306,46.344627384168217627425785741,45.455108435083082982640201686,42604310
1.21,0,0.4528010687122278054181615116,0.452801068712228,0.452801068712228,0.452801068712228,0.452801068712228,0,0.000000,0.000000,0,10.753867111073150574768908307,46.367991454789900403152240816,45.480641419198537694419508386,42959350
1.22,0,0.4508063270318219917111059182,0.450806327031822,0.450806327031822,0.450806327031822,0.450806327031822,0,0.000000,0.000000,0,10.797691389920144574768908306,46.390598583310209518048772861,45.505357669420925655032009369,43314380
1.23,0,0.4488326647083876734925799881,0.448832664708388,0.448832664708388,0.448832664708388,0.448832664708388,0,0.000000,0.000000,0,10.840485736557044574768908306,46.412526607115427025383316487,45.529338509566978366185388713,43669420
1.24,0,0.4468795689402509779982583332,0.446879568940251,0.446879568940251,0.446879568940251,0.446879568940251,0,0.000000,0.000000,0,10.871166476255889574768908307,46.425419645602929048010040288,45.543878750238149253086606028,44024460
1.25,0,0.4449467390926957518679034471,0.444946739092696,0.444946739092696,0.444946739092696,0.444946739092696,0,0.000000,0.000000,0,10.861933095979452574768908306,46.408355170834504241088014392,45.527184702575714465117249152,44379490
1.26,0,0.4430336632500535956306286920,0.443033663250054,0.443033663250054,0.443033663250054,0.443033663250054,0,0.000000,0.000000,0,10.852582169273508574768908306,46.391353190698026627634685795,45.510540135221567825209899094,44734520
1.27,0,0.4411399917890132882032627652,0.441139991789013,0.441139991789013,0.441139991789013,0.441139991789013,0,0.000000,0.000000,0,10.843126647558242574768908307,46.374434835868618325210249785,45.493965819436096831168368442,45089560
1.28,0,0.4392653888319068704011005978,0.439265388831907,0.439265388831907,0.439265388831907,0.439265388831907,0,0.000000,0.000000,0,10.833573506279280574768908306,46.357577454821735446554034919,45.477441135657624977273962705,45444600
1.29,0,0.4374094783713140080249031758,0.437409478371314,0.437409478371314,0.437409478371314,0.437409478371314,0,0.000000,0.000000,0,10.823847097936439574768908307,46.340736528623414975236025595,45.460918326605654420771613053,45799630
1.30,0,0.4355724076966232557634467318,0.435572407696623,0.435572407696623,0.435572407696623,0.435572407696623,0,0.000000,0.000000,0,10.813179340407719574768908307,46.323291283523466488488749726,45.443755040544913465615498104,46154670
1.31,0,0.4337591948729960736897841738,0.433759194872996,0.433759194872996,0.433759194872996,0.433759194872996,0,0.000000,0.000000,0,10.802444337100830574768908306,46.305919156750121141606882851,45.426655131735559426225149504,46509700
1.32,0,0.4319674934849618820305482574,0.431967493484962,0.431967493484962,0.431967493484962,0.431967493484962,0,0.000000,0.000000,0,10.791651126101858574768908306,46.288627484308934042630992472,45.409626163837313001238260404,46864740
1.33,0,0.4301959692612139011641822276,0.430195969261214,0.430195969261214,0.430195969261214,0.430195969261214,0,0.000000,0.000000,0,10.780799358959671574768908306,46.271400008629112119508685297,45.392652901434288689937680928,47219780
1.34,0,0.4284438232230174231485805325,0.428443823223017,0.428443823223017,0.428443823223017,0.428443823223017,0,0.000000,0.000000,0,10.769896185047693574768908306,46.254243414304656686934771791,45.375742148372741884068271611,47574820
1.35,0,0.4267105624670479076054826861,0.426710562467048,0.426710562467048,0.426710562467048,0.426710562467048,0,0.000000,0.000000,0,10.758943489210830574768908306,46.237152437793229602171859608,45.358889121751349808751346122,47929850
1.36,0,0.4249956529510875325906707105,0.424995652951088,0.424995652951088,0.424995652951088,0.424995652951088,0,0.000000,0.000000,0,10.747947061925325574768908306,46.220125512983119108033019173,45.342092811524979019428682807,48284880
1.37,0,0.4232986872595030752996213641,0.423298687259503,0.423298687259503,0.423298687259503,0.423298687259503,0,0.000000,0.000000,0,10.736905657766804574768908306,46.203164077966549237806579743,45.325354438775959146880213681,48639920
1.38,0,0.4216193296055357090679562170,0.421619329605536,0.421619329605536,0.421619329605536,0.421619329605536,0,0.000000,0.000000,0,10.725826221255586574768908306,46.186268407822751169106783869,45.308674807991096572849456898,48994960
1.39,0,0.4199572214353741137020636439,0.419957221435374,0.419957221435374,0.419957221435374,0.419957221435374,0,0.000000,0.000000,0,10.714708707383891574768908306,46.169433116579165922259628928,45.292048868318975637485371646,49349990
1.40,0,0.4183120427654343243969664065,0.418312042765434,0.418312042765434,0.418312042765434,0.418312042765434,0,0.000000,0.000000,0,10.703555491488203574768908307,46.152655422403328201289815191,45.275474199235690021914828224,49705030
1.41,0,0.4166834890136303348779484329,0.41668348901363,0.41668348901363,0.41668348901363,0.41668348901363,0,0.000000,0.000000,0,10.692368195017141574768908307,46.135940381306377039033752785,45.25895563493461898257664465,50060060
1.42,0,0.4150712832680040845664621316,0.415071283268004,0.415071283268004,0.415071283268004,0.415071283268004,0,0.000000,0.000000,0,10.681149830900064574768908306,46.119286404555637223363481913,45.242491921333115966791400185,50415100
